Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2012108546,,,,,,,,,,,,
2012108547,,,,,,,,,,,,
2012108548,,,,,,,,,,,,
2012108549,,,,,,,,,,,,
2012108550,,,,,,,,,,,,
2012108551,,,,,,,,,,,,
2012108552,,,,,,,,,,,,
2012108553,,,,,,,,,,,,
2012108554,,,,,,,,,,,,
2012108555,,,,,,,,,,,,
2012108556,,,,,,,,,,,,
2012108557,,,,,,,,,,,,
2012108558,,,,,,,,,,,,
2012108559,,,,,,,,,,,,
2012108560,,,,,,,,,,,,
2012108561,,,,,,,,,,,,
2012108562,,,,,,,,,,,,
2012108563,,,,,,,,,,,,
2012108564,,,,,,,,,,,,
2012108565,,,,,,,,,,,,
2012108566,,,,,,,,,,,,
2012108567,,,,,,,,,,,,
2012108568,,,,,,,,,,,,
2012108569,,,,,,,,,,,,
2012108570,,,,,,,,,,,,
2012108571,,,,,,,,,,,,
2012108572,,,,,,,,,,,,
2012108573,,,,,,,,,,,,
2012108574,,,,,,,,,,,,
2012108575,,,,,,,,,,,,
2012108576,,,,,,,,,,,,
2012108577,,,,,,,,,,,,
2012108578,,,,,,,,,,,,
2012108579,,,,,,,,,,,,
2012108580,,,,,,,,,,,,
2012108581,,,,,,,,,,,,
2012108582,,,,,,,,,,,,
2012108583,,,,,,,,,,,,
2012108584,,,,,,,,,,,,
2012108585,,,,,,,,,,,,
2012108586,,,,,,,,,,,,
2012108587,,,,,,,,,,,,
2012108588,,,,,,,,,,,,
2012108589,,,,,,,,,,,,
2012108590,,,,,,,,,,,,
2012108591,,,,,,,,,,,,
2012108592,,,,,,,,,,,,
2012108593,,,,,,,,,,,,
2012108594,,,,,,,,,,,,
2012108595,,,,,,,,,,,,
2012108596,,,,,,,,,,,,
2012108597,,,,,,,,,,,,
2012108598,,,,,,,,,,,,
2012108599,,,,,,,,,,,,
2012108600,,,,,,,,,,,,
2012108601,,,,,,,,,,,,
2012108602,,,,,,,,,,,,
2012108603,,,,,,,,,,,,
2012108604,,,,,,,,,,,,
2012108605,,,,,,,,,,,,
2012108606,,,,,,,,,,,,
2012108607,,,,,,,,,,,,
2012108608,,,,,,,,,,,,
2012108609,,,,,,,,,,,,
2012108610,,,,,,,,,,,,
2012108611,,,,,,,,,,,,
2012108612,,,,,,,,,,,,
2012108613,,,,,,,,,,,,
2012108614,,,,,,,,,,,,
2012108615,,,,,,,,,,,,
2012108616,,,,,,,,,,,,
2012108617,,,,,,,,,,,,
2012108618,,,,,,,,,,,,
2012108619,,,,,,,,,,,,
2012108620,,,,,,,,,,,,
2012108621,,,,,,,,,,,,
2012108622,,,,,,,,,,,,
2012108623,,,,,,,,,,,,
2012108624,,,,,,,,,,,,
2012108625,,,,,,,,,,,,
2012108626,,,,,,,,,,,,
2012108627,,,,,,,,,,,,
2012108628,,,,,,,,,,,,
2012108629,,,,,,,,,,,,
2012108630,,,,,,,,,,,,
2012108631,,,,,,,,,,,,
2012108632,,,,,,,,,,,,
2012108633,,,,,,,,,,,,
2012108634,,,,,,,,,,,,
2012108635,,,,,,,,,,,,
2012108636,,,,,,,,,,,,
2012108637,,,,,,,,,,,,
2012108638,,,,,,,,,,,,
2012108639,,,,,,,,,,,,
2012108640,,,,,,,,,,,,
2012108641,,,,,,,,,,,,
2012108642,,,,,,,,,,,,
2012108643,,,,,,,,,,,,
2012108644,,,,,,,,,,,,
2012108645,,,,,,,,,,,,
2012108646,,,,,,,,,,,,
2012108647,,,,,,,,,,,,
2012108648,,,,,,,,,,,,
2012108649,,,,,,,,,,,,
2012108650,,,,,,,,,,,,
2012108651,,,,,,,,,,,,
2012108652,,,,,,,,,,,,
2012108653,,,,,,,,,,,,
2012108654,,,,,,,,,,,,
2012108655,,,,,,,,,,,,
2012108656,,,,,,,,,,,,
2012108657,,,,,,,,,,,,
2012108658,,,,,,,,,,,,
2012108659,,,,,,,,,,,,
2012108660,,,,,,,,,,,,
2012108661,,,,,,,,,,,,
2012108662,,,,,,,,,,,,
2012108663,,,,,,,,,,,,
2012108664,,,,,,,,,,,,
2012108665,,,,,,,,,,,,
2012108666,,,,,,,,,,,,
2012108667,,,,,,,,,,,,
2012108668,,,,,,,,,,,,
2012108669,,,,,,,,,,,,
2012108670,,,,,,,,,,,,
2012108671,,,,,,,,,,,,
2012108672,,,,,,,,,,,,
2012108673,,,,,,,,,,,,
2012108674,,,,,,,,,,,,
2012108675,,,,,,,,,,,,
2012108676,,,,,,,,,,,,
2012108677,,,,,,,,,,,,
2012108678,,,,,,,,,,,,
2012108679,,,,,,,,,,,,
2012108680,,,,,,,,,,,,
2012108681,,,,,,,,,,,,
2012108682,,,,,,,,,,,,
2012108683,,,,,,,,,,,,
2012108684,,,,,,,,,,,,
2012108685,,,,,,,,,,,,
2012108686,,,,,,,,,,,,
2012108687,,,,,,,,,,,,
2012108688,,,,,,,,,,,,
2012108689,,,,,,,,,,,,
2012108690,,,,,,,,,,,,
2012108691,,,,,,,,,,,,
2012108692,,,,,,,,,,,,
2012108693,,,,,,,,,,,,
2012108694,,,,,,,,,,,,
2012108695,,,,,,,,,,,,
2012108696,,,,,,,,,,,,
2012108697,,,,,,,,,,,,
2012108698,,,,,,,,,,,,
2012108699,,,,,,,,,,,,
2012108700,,,,,,,,,,,,
2012108701,,,,,,,,,,,,
2012108702,,,,,,,,,,,,
2012108703,,,,,,,,,,,,
2012108704,,,,,,,,,,,,
2012108705,,,,,,,,,,,,
2012108706,,,,,,,,,,,,
2012108707,,,,,,,,,,,,
2012108708,,,,,,,,,,,,
2012108709,,,,,,,,,,,,
2012108710,,,,,,,,,,,,
2012108711,,,,,,,,,,,,
2012108712,,,,,,,,,,,,
2012108713,,,,,,,,,,,,
2012108714,,,,,,,,,,,,
2012108715,,,,,,,,,,,,
2012108716,,,,,,,,,,,,
2012108717,,,,,,,,,,,,
2012108718,,,,,,,,,,,,
2012108719,,,,,,,,,,,,
2012108720,,,,,,,,,,,,
2012108721,,,,,,,,,,,,
2012108722,,,,,,,,,,,,
2012108723,,,,,,,,,,,,
2012108724,,,,,,,,,,,,
2012108725,,,,,,,,,,,,
2012108726,,,,,,,,,,,,
2012108727,,,,,,,,,,,,
2012108728,,,,,,,,,,,,
2012108729,,,,,,,,,,,,
2012108730,,,,,,,,,,,,
2012108731,,,,,,,,,,,,
2012108732,,,,,,,,,,,,
2012108733,,,,,,,,,,,,
2012108734,,,,,,,,,,,,
2012108735,,,,,,,,,,,,
2012108736,,,,,,,,,,,,
2012108737,,,,,,,,,,,,
2012108738,,,,,,,,,,,,
2012108739,,,,,,,,,,,,
2012108740,,,,,,,,,,,,
2012108741,,,,,,,,,,,,
2012108742,,,,,,,,,,,,
2012108743,,,,,,,,,,,,
2012108744,,,,,,,,,,,,
2012108745,,,,,,,,,,,,
2012108746,,,,,,,,,,,,
2012108747,,,,,,,,,,,,
2012108748,,,,,,,,,,,,
2012108749,,,,,,,,,,,,
2012108750,,,,,,,,,,,,
2012108751,,,,,,,,,,,,
2012108752,,,,,,,,,,,,
2012108753,,,,,,,,,,,,
2012108754,,,,,,,,,,,,
2012108755,,,,,,,,,,,,
2012108756,,,,,,,,,,,,
2012108757,,,,,,,,,,,,
2012108758,,,,,,,,,,,,
2012108759,,,,,,,,,,,,
2012108760,,,,,,,,,,,,
2012108761,,,,,,,,,,,,
2012108762,,,,,,,,,,,,
2012108763,,,,,,,,,,,,
2012108764,,,,,,,,,,,,
2012108765,,,,,,,,,,,,
2012108766,,,,,,,,,,,,
2012108767,,,,,,,,,,,,
2012108768,,,,,,,,,,,,
2012108769,,,,,,,,,,,,
2012108770,,,,,,,,,,,,
2012108771,,,,,,,,,,,,
2012108772,,,,,,,,,,,,
2012108773,,,,,,,,,,,,
2012108774,,,,,,,,,,,,
2012108775,,,,,,,,,,,,
2012108776,,,,,,,,,,,,
2012108777,,,,,,,,,,,,
2012108778,,,,,,,,,,,,
2012108779,,,,,,,,,,,,
2012108780,,,,,,,,,,,,
2012108781,,,,,,,,,,,,
2012108782,,,,,,,,,,,,
2012108783,,,,,,,,,,,,
2012108784,,,,,,,,,,,,
2012108785,,,,,,,,,,,,
2012108786,,,,,,,,,,,,
2012108787,,,,,,,,,,,,
2012108788,,,,,,,,,,,,
2012108789,,,,,,,,,,,,
2012108790,,,,,,,,,,,,
2012108791,,,,,,,,,,,,
2012108792,,,,,,,,,,,,
2012108793,,,,,,,,,,,,
2012108794,,,,,,,,,,,,
2012108795,,,,,,,,,,,,
2012108796,,,,,,,,,,,,
2012108797,,,,,,,,,,,,
2012108798,,,,,,,,,,,,
2012108799,,,,,,,,,,,,
2012108800,,,,,,,,,,,,
2012108801,,,,,,,,,,,,
2012108802,,,,,,,,,,,,
2012108803,,,,,,,,,,,,
2012108804,,,,,,,,,,,,
2012108805,,,,,,,,,,,,
2012108806,,,,,,,,,,,,
2012108807,,,,,,,,,,,,
2012108808,,,,,,,,,,,,
2012108809,,,,,,,,,,,,
2012108810,,,,,,,,,,,,
2012108811,,,,,,,,,,,,
2012108812,,,,,,,,,,,,
2012108813,,,,,,,,,,,,
2012108814,,,,,,,,,,,,
2012108815,,,,,,,,,,,,
2012108816,,,,,,,,,,,,
2012108817,,,,,,,,,,,,
2012108818,,,,,,,,,,,,
2012108819,,,,,,,,,,,,
2012108820,,,,,,,,,,,,
2012108821,,,,,,,,,,,,
2012108822,,,,,,,,,,,,
2012108823,,,,,,,,,,,,
2012108824,,,,,,,,,,,,
2012108825,,,,,,,,,,,,
2012108826,,,,,,,,,,,,
2012108827,,,,,,,,,,,,
2012108828,,,,,,,,,,,,
2012108829,,,,,,,,,,,,
2012108830,,,,,,,,,,,,
2012108831,,,,,,,,,,,,
2012108832,,,,,,,,,,,,
2012108833,,,,,,,,,,,,
2012108834,,,,,,,,,,,,
2012108835,,,,,,,,,,,,
2012108836,,,,,,,,,,,,
2012108837,,,,,,,,,,,,
2012108838,,,,,,,,,,,,
2012108839,,,,,,,,,,,,
2012108840,,,,,,,,,,,,
2012108841,,,,,,,,,,,,
2012108842,,,,,,,,,,,,
2012108843,,,,,,,,,,,,
2012108844,,,,,,,,,,,,
2012108845,,,,,,,,,,,,
2012108846,,,,,,,,,,,,
2012108847,,,,,,,,,,,,
2012108848,,,,,,,,,,,,
2012108849,,,,,,,,,,,,
2012108850,,,,,,,,,,,,
2012108851,,,,,,,,,,,,
2012108852,,,,,,,,,,,,
2012108853,,,,,,,,,,,,
2012108854,,,,,,,,,,,,
2012108855,,,,,,,,,,,,
2012108856,,,,,,,,,,,,
2012108857,,,,,,,,,,,,
2012108858,,,,,,,,,,,,
2012108859,,,,,,,,,,,,
2012108860,,,,,,,,,,,,
2012108861,,,,,,,,,,,,
2012108862,,,,,,,,,,,,
2012108863,,,,,,,,,,,,
2012108864,,,,,,,,,,,,
2012108865,,,,,,,,,,,,
2012108866,,,,,,,,,,,,
2012108867,,,,,,,,,,,,
2012108868,,,,,,,,,,,,
2012108869,,,,,,,,,,,,
2012108870,,,,,,,,,,,,
2012108871,,,,,,,,,,,,
2012108872,,,,,,,,,,,,
2012108873,,,,,,,,,,,,
2012108874,,,,,,,,,,,,
2012108875,,,,,,,,,,,,
2012108876,,,,,,,,,,,,
2012108877,,,,,,,,,,,,
2012108878,,,,,,,,,,,,
2012108879,,,,,,,,,,,,
2012108880,,,,,,,,,,,,
2012108881,,,,,,,,,,,,
2012108882,,,,,,,,,,,,
2012108883,,,,,,,,,,,,
2012108884,,,,,,,,,,,,
2012108885,,,,,,,,,,,,
2012108886,,,,,,,,,,,,
2012108887,,,,,,,,,,,,
2012108888,,,,,,,,,,,,
2012108889,,,,,,,,,,,,
2012108890,,,,,,,,,,,,
2012108891,,,,,,,,,,,,
2012108892,,,,,,,,,,,,
2012108893,,,,,,,,,,,,
2012108894,,,,,,,,,,,,
2012108895,,,,,,,,,,,,
2012108896,,,,,,,,,,,,
2012108897,,,,,,,,,,,,
2012108898,,,,,,,,,,,,
2012108899,,,,,,,,,,,,
2012108900,,,,,,,,,,,,
2012108901,,,,,,,,,,,,
2012108902,,,,,,,,,,,,
2012108903,,,,,,,,,,,,
2012108904,,,,,,,,,,,,
2012108905,,,,,,,,,,,,
2012108906,,,,,,,,,,,,
2012108907,,,,,,,,,,,,
2012108908,,,,,,,,,,,,
2012108909,,,,,,,,,,,,
2012108910,,,,,,,,,,,,
2012108911,,,,,,,,,,,,
2012108912,,,,,,,,,,,,
2012108913,,,,,,,,,,,,
2012108914,,,,,,,,,,,,
2012108915,,,,,,,,,,,,
2012108916,,,,,,,,,,,,
2012108917,,,,,,,,,,,,
2012108918,,,,,,,,,,,,
2012108919,,,,,,,,,,,,
2012108920,,,,,,,,,,,,
2012108921,,,,,,,,,,,,
2012108922,,,,,,,,,,,,
2012108923,,,,,,,,,,,,
2012108924,,,,,,,,,,,,
2012108925,,,,,,,,,,,,
2012108926,,,,,,,,,,,,
2012108927,,,,,,,,,,,,
2012108928,,,,,,,,,,,,
2012108929,,,,,,,,,,,,
2012108930,,,,,,,,,,,,
2012108931,,,,,,,,,,,,
2012108932,,,,,,,,,,,,
2012108933,,,,,,,,,,,,
2012108934,,,,,,,,,,,,
2012108935,,,,,,,,,,,,
2012108936,,,,,,,,,,,,
2012108937,,,,,,,,,,,,
2012108938,,,,,,,,,,,,
2012108939,,,,,,,,,,,,
2012108940,,,,,,,,,,,,
2012108941,,,,,,,,,,,,
2012108942,,,,,,,,,,,,
2012108943,,,,,,,,,,,,
2012108944,,,,,,,,,,,,
2012108945,,,,,,,,,,,,
2012108946,,,,,,,,,,,,
2012108947,,,,,,,,,,,,
2012108948,,,,,,,,,,,,
2012108949,,,,,,,,,,,,
2012108950,,,,,,,,,,,,
2012108951,,,,,,,,,,,,
2012108952,,,,,,,,,,,,
2012108953,,,,,,,,,,,,
2012108954,,,,,,,,,,,,
2012108955,,,,,,,,,,,,
2012108956,,,,,,,,,,,,
2012108957,,,,,,,,,,,,
2012108958,,,,,,,,,,,,
2012108959,,,,,,,,,,,,
2012108960,,,,,,,,,,,,
2012108961,,,,,,,,,,,,
2012108962,,,,,,,,,,,,
2012108963,,,,,,,,,,,,
2012108964,,,,,,,,,,,,
2012108965,,,,,,,,,,,,
2012108966,,,,,,,,,,,,
2012108967,,,,,,,,,,,,
2012108968,,,,,,,,,,,,
2012108969,,,,,,,,,,,,
2012108970,,,,,,,,,,,,
2012108971,,,,,,,,,,,,
2012108972,,,,,,,,,,,,
2012108973,,,,,,,,,,,,
2012108974,,,,,,,,,,,,
2012108975,,,,,,,,,,,,
2012108976,,,,,,,,,,,,
2012108977,,,,,,,,,,,,
2012108978,,,,,,,,,,,,
2012108979,,,,,,,,,,,,
2012108980,,,,,,,,,,,,
2012108981,,,,,,,,,,,,
2012108982,,,,,,,,,,,,
2012108983,,,,,,,,,,,,
2012108984,,,,,,,,,,,,
2012108985,,,,,,,,,,,,
2012108986,,,,,,,,,,,,
2012108987,,,,,,,,,,,,
2012108988,,,,,,,,,,,,
2012108989,,,,,,,,,,,,
2012108990,,,,,,,,,,,,
2012108991,,,,,,,,,,,,
2012108992,,,,,,,,,,,,
2012108993,,,,,,,,,,,,
2012108994,,,,,,,,,,,,
2012108995,,,,,,,,,,,,
2012108996,,,,,,,,,,,,
2012108997,,,,,,,,,,,,
2012108998,,,,,,,,,,,,
2012108999,,,,,,,,,,,,
2012109000,,,,,,,,,,,,
2012109001, □地ナックマカロン 　,2012年5月11日,香取和孝 (大井),小松欣也,荒谷牧場,青森県,,キャプテンスティーヴ,ナックトップロード,ナリタトップロード,369.50,652.00
2012109002, □地エンゼルバード 　,2012年4月9日,宇野木数 (浦和),多治見国寿,荒谷牧場,青森県,,ゼンノエルシド,ローランバルゴ,アジュディケーティング,200.00,200.00
2012109003,スリーキンシャサ 　,2012年4月17日,南井克巳 (栗東),永井商事,石田英機,青森県,,キンシャサノキセキ,エアシビュラ,トニービン,0.00,200.00
2012109004,スワンモリオン 　,2012年3月16日,的場均 (美浦),田頭勇貴,石田英機,青森県,325万円 (2014年 JRAブリーズアップセール),ケイムホーム,オンワードスワン,ティッカネン,0,0
2012109005, □地カシノツバサ 　,2012年4月19日, (地方),柏木務,一山育成牧場,青森県,,ファルブラヴ,カシノリボン,アグネスゴールド,145.00,145.00
2012109006,タイムレスジェムの2012 　,2012年5月5日, ,,一山育成牧場,青森県,,タニノギムレット,タイムレスジェム,Woodman,0,0
2012109007,アリビアール 　,2012年4月29日,藤沢和雄 (美浦),多田信尊,一山育成牧場,青森県,,ゼンノエルシド,ツルマルブラボー,ダンスインザダーク,0.00,170.00
2012109008, □地フォルティス 　,2012年4月25日,田中康弘 (大井),谷謙介,伊藤牧場,青森県,221万円 (2013年 北海道オータムセール),ロドリゴデトリアーノ,アリエルビコー,アドマイヤベガ,15.00,102.00
2012109009,ジラベルの2012 　,2012年3月30日, ,,今川満良,青森県,,リンカーン,ジラベル,Zilzal,0,0
2012109010, □地ロイヤルドリーム 　,2012年3月31日,井上弘之 (大井),北嶋義三,今川満良,青森県,,スターリングローズ,ラヴマリッジ,フレンチデピュティ,32.00,152.00
2012109011, □地クレールウィンド 　,2012年5月15日,八木仁 (川崎),高田孝彦,太田ファーム,青森県,,ザール,ニホンピロタイラ,Theatrical,0.00,21.60
2012109012,キングファスリエフ 　,2012年5月12日,武市康男 (美浦),後藤英成,太田ファーム,青森県,,ファスリエフ,マイネレヴェランス,ダンスインザダーク,0.00,5.60
2012109013, □地ジャスミンジュニア 　,2012年3月22日,矢野義幸 (船橋),奥平真治,オオタ牧場,青森県,,アドマイヤマックス,ジャスミンフレイズ,アスワン,0.00,11.00
2012109014, □地セユウタイガー 　,2012年4月30日,横山保 (浦和),工藤節雄,大橋牧場,青森県,,キャプテンスティーヴ,オイラセウインク,シャーディー,225.00,225.00
2012109015, □地シゲルバカンマツリ 　,2012年4月10日,九日俊光 (佐賀),森中蕃,大前典男,青森県,,キャプテンスティーヴ,シゲルダンヤバード,ボストンハーバー,0.00,0.00
2012109016, □地マサカ 　,2012年2月15日,長谷川忍 (浦和),飯塚進次,幸牧場,新ひだか町,,キャプテンスティーヴ,スズランティアラ,タマモクロス,0.00,0.00
2012109017, □地トーコーサクラ 　,2012年5月1日,嶋田幸晴 (大井),千田貞四郎,織笠時男,青森県,,トウカイワイルド,オーナーズクリーク,パラダイスクリーク,162.00,162.00
2012109018, □地サワカッコマン 　,2012年3月21日,田中譲二 (高知),（有）ホースケア,織笠時男,青森県,,トウカイエリート,クミコ,アントレプレナー,0.00,0.00
2012109019, □地タカラブルースカイ 　,2012年3月27日,原三男 (川崎),藤元厚雄,風ノ丘ファーム,青森県,,ロドリゴデトリアーノ,アンニュイブルース,グラスワンダー,0.00,0.00
2012109020, □地タカラシークレット 　,2012年5月10日,原三男 (川崎),藤元厚雄,風ノ丘ファーム,青森県,,キャプテンスティーヴ,ホーリーダンサー,ダージー,60.00,310.80
2012109021, □地キタノサチ 　,2012年5月7日,小西重征 (岩手),北村守彦,北村牧場,青森県,,ヨハネスブルグ,キタノボールド,シャーディー,4.00,4.00
2012109022,ボールドカップの2012 　,2012年4月22日, ,,北村牧場,青森県,,バゴ,ボールドカップ,オペラハウス,0,0
2012109023, □地ハナフラッグ 　,2012年5月20日,小西重征 (岩手),北村守彦,北村牧場,青森県,,キャプテンスティーヴ,ミサワフラッグ,ジェネラス,0.00,0.40
2012109024, □地ハナビレジェンド 　,2012年4月6日,新山広道 (愛知),新山直人,久保ファーム,青森県,,ハイアーゲーム,マイネヴィアーレ,ジェイドロバリー,57.40,68.50
2012109025, □地アイコマバンバン 　,2012年5月25日,飯野文明 (大井),鈴木昭,久保ファーム,青森県,,オンファイア,ワカコマシルバー,メジロマックイーン,0.00,0.00
2012109026,エムケイミラクルの2012 　,2012年4月29日, ,,佐々木牧場,青森県,,キャプテンスティーヴ,エムケイミラクル,フジキセキ,0,0
2012109027,レヴォントゥリ 　,2012年4月21日,今野貞一 (栗東),中本行則,佐々木牧場,青森県,540万円 (2014年 JRAブリーズアップセール),バゴ,タイセイローザ,キングカメハメハ,0.00,0.00
2012109028,ミスヴィーナスの2012 　,2012年3月5日, ,,清水貞信,青森県,,ロドリゴデトリアーノ,ミスヴィーナス,ウォーニング,0,0
2012109029, □地ナナチャン 　,2012年4月14日,笹野博司 (笠松),ホースケア,諏訪牧場,青森,,ジークエンブレム,シャノン,Grand Lodge,150.00,150.00
2012109030, □地セイスプライト 　,2012年4月30日,井上弘之 (大井),金田成基,諏訪牧場,青森県,263万円 (2013年 北海道サマーセール),キャプテンスティーヴ,スプリングダイアナ,メリーナイス,83.50,122.50
2012109031,プラチナシェンロン 　,2012年3月28日,武井亮 (美浦),田頭勇貴,諏訪牧場,青森県,497万円 (2014年 JRAブリーズアップセール),エンパイアメーカー,タムロブライト,シルバーチャーム,0.00,0.00
2012109032,タムロマンゴスチンの2012 　,2012年4月12日, ,,諏訪牧場,青森県,,キャプテンスティーヴ,タムロマンゴスチン,ラストタイクーン,0,0
2012109033, □地シンデレラジョイ 　,2012年4月10日,西村守幸 (兵庫),（株）ファーストビジ,諏訪牧場,青森県,105万円 (2013年 北海道オータムセール),キャプテンスティーヴ,タムロマンサーナ,ジェネラス,65.00,124.40
2012109034, □地トウカイボーイ 　,2012年5月12日,八木仁 (川崎),内村正則,諏訪牧場,青森県,,キンシャサノキセキ,ダーリングベリー,ボストンハーバー,170.00,595.00
2012109035,シゲルハツウマサイ 　,2012年5月16日,田中章博 (栗東),森中蕃,諏訪牧場,青森県,252万円 (2013年 北海道オータムセール),ストーミングホーム,ムーンダスト,デュランダル,63.90,128.80
2012109036,タニオブキャップ 　,2012年3月14日,栗田博憲 (美浦),谷研司,諏訪牧場,青森県,594万円 (2014年 JRAブリーズアップセール),キャプテンスティーヴ,メジロボンベイ,スペシャルウィーク,0.00,0.00
2012109037,タークオイズローズ 　,2012年2月29日,二ノ宮敬 (美浦),広尾レース,諏訪牧場,青森県,,フレンチデピュティ,ローズロック,フォーティナイナー,0.00,0.00
2012109038,ミホユニヴァースの2012 　,2012年3月22日, ,,青南ムラカミファーム,青森県,,ファルブラヴ,ミホユニヴァース,ネオユニヴァース,0,0
2012109039, □地キョウエイウルフ 　,2012年2月29日,山崎尋美 (川崎),田中晴夫,滝沢牧場,青森県,,ロドリゴデトリアーノ,キレイキレイ,フォーティナイナー,92.10,92.10
2012109040,イエローケーキの2012 　,2012年4月12日, ,,田中一夫,青森県,,スタチューオブリバティ,イエローケーキ,ブライアンズタイム,0,0
2012109041,デジタルワインの2012 　,2012年4月28日, ,,田中一夫,青森県,,バイオマスター,デジタルワイン,アグネスデジタル,0,0
2012109042, □地ジンタロー 　,2012年4月21日,中村護 (大井),中村善春,谷川博勝,青森県,,アドマイヤオーラ,アトミックカフェ,コマンダーインチーフ,0.00,42.00
2012109043, □地アンジュエール 　,2012年4月5日,千葉幸喜 (地方),大輝興産（株）,谷川博勝,青森県,,サムライハート,シアトルハッピー,キングヘイロー,7.60,14.60
2012109044, □地フォンテンムーン 　,2012年4月30日,佐藤厚弘 (船橋),吉橋興生,鳥谷部牧場,青森県,,キャプテンスティーヴ,パッションルンバ,フジキセキ,28.80,163.20
2012109045, □地カネトシエトワール 　,2012年4月26日,松浦正勝 (兵庫),久世俊勝,長谷地義正,青森県,263万円 (2013年 北海道サマーセール),フォーティナイナーズサン,サクラシルフィード,サンデーサイレンス,0.00,0.00
2012109046, □地キョウエイビヨンド 　,2012年4月19日,波多野健 (船橋),田中晴夫,野々宮牧場,青森県,,キャプテンスティーヴ,マイネミニケリー,メジロライアン,0.00,33.00
2012109047, □地トーホクライデン 　,2012年4月6日,桜田浩樹 (岩手),相馬哲夫,フォレブルー,青森県,,ウイングアロー,アキノクロス,タマモクロス,193.70,398.40
2012109048, □地コンチベラトール 　,2012年5月2日, (地方),大信田和彦,フォレブルー,青森県,,ウイングアロー,エンパイアフラワー,ジェイドロバリー,47.00,47.70
2012109049, □地コンチバンブラン 　,2012年3月5日,桜田浩三 (岩手),（有）フォレブルー,フォレブルー,青森県,,ウイングアロー,ケイツーパフィ,オールドヴィック,35.00,35.00
2012109050, □地トーホクフェアリー 　,2012年3月27日,桜田浩樹 (岩手),相馬哲夫,フォレブルー,青森県,,ウイングアロー,トランスパランス,エンドスウィープ,212.30,293.20
2012109051, □地トーホクノツバサ 　,2012年4月9日,桜田浩樹 (岩手),（有）フォレブルー,フォレブルー,青森県,,ウイングアロー,ミラクルクィーン,コロナドズクエスト,41.20,41.20
2012109052,クリノトイトイ 　,2012年4月11日,大江原哲 (美浦),栗本博晴,藤森亮二,青森県,,ロドリゴデトリアーノ,サマーナイトジャズ,ミシエロ,0.00,0.00
2012109053, ○地カキツバタ 　,2012年5月14日,小桧山悟 (美浦),中村勝彦,扶桑牧場,青森県,,キャプテンスティーヴ,アオバ,ブライアンズタイム,0.00,2.30
2012109054, □地クイーンズハート 　,2012年4月28日,宇野木数 (浦和),多治見国寿,町屋勝幸,青森県,,サムライハート,ユウキサザン,リアルシャダイ,215.00,333.00
2012109055, □地トゥープラウド 　,2012年3月20日,田辺陽一 (川崎),国本勇,マルシチ牧場,青森県,315万円 (2013年 北海道オータムセール),スターリングローズ,エンドレスパワー,スキャン,325.00,325.00
2012109056,マイネルリアン 　,2012年3月10日,伊藤大士 (美浦),サラブレッドクラブ・ラフィアン,マルシチ牧場,青森県,630万円 (2013年 北海道サマーセール),ソングオブウインド,クレバークレバー,ミラクルアドマイヤ,50.00,50.00
2012109057,グリーンハートの2012 　,2012年5月22日, ,,宮崎牧場,青森県,,キャプテンスティーヴ,グリーンハート,ラストタイクーン,0,0
2012109058, □地セユウホマレ 　,2012年4月28日,高橋純 (地方),大黒富美子,宮崎牧場,青森県,,ジークエンブレム,トップライナー,サクラユタカオー,25.00,55.40
2012109059, □地セユウオージャ 　,2012年4月11日,辻野豊 (大井),工藤節雄,宮崎牧場,青森県,,キャプテンスティーヴ,ナスノツバキ,ボーザム,0.00,26.40
2012109060, □地サンマルグロウ 　,2012年5月8日,井樋一也 (金沢),山本浩志,山内牧場,青森県,,ゼンノエルシド,グロウオブハピネス,フジキセキ,0.00,0.00
2012109061,ケイアイヴェニスの2012 　,2012年5月3日, ,,山内牧場,青森県,,ゼンノエルシド,ケイアイヴェニス,ジョリーズヘイロー,0,0
2012109062, □地ディアスプレッド 　,2012年4月28日, (地方),三好和彦,山内牧場,青森県,,エスプリシーズ,マイネミニヨン,アグネスデジタル,0.00,53.80
2012109063,ミスチバスイブの2012 　,2012年5月12日, ,,山内牧場,青森県,,ウインマーベラス,ミスチバスイブ,ティンバーカントリー,0,0
2012109064,サーロス 　,2012年4月10日,畠山吉宏 (美浦),畠山伊公子,ラークヒルズ,青森県,,ファルブラヴ,エオストレ,アグネスワールド,0.00,49.60
2012109065,ランバイワイルド 　,2012年2月12日,池上昌弘 (美浦),佐藤力治,ワールドファーム,青森県,,トウカイワイルド,アカネゾラ,ソウルオブザマター,0.00,575.00
2012109066, □地ケイジースワロー 　,2012年2月8日,畠山信一 (岩手),由利一郎,ワールドファーム,青森県,,トウカイワイルド,シーキングハーフォーチュン,Crafty Prospector,0.00,0.00
2012109067, □地タカイチエリート 　,2012年3月21日,村上昌幸 (岩手),岩渕道良,ワールドファーム,青森県,,トウカイエリート,ユキノチャーム,ピルサドスキー,0.00,18.00
2012109068,スパークルゴールド 　,2012年3月14日,宗像義忠 (美浦),関駿也,関兵牧場,宮城県,,ステイゴールド,スパークルレディー,フォーティナイナー,0.00,0.00
2012109069,シートライアル 　,2012年5月8日,浅見秀一 (栗東),関駿也,関兵牧場,宮城県,,ステイゴールド,アジュディケーター,アジュディケーティング,50.00,57.50
